,Generated Text,Actual Text
10,"1 chakundar - peel and chop, 1 cup arhar dal, 1-1/ 2 cup tamarind water, 1 tablespoon mustard, asafoetida - a pinch, 5 curry leaves - chopped, 1 dry red chili, 1 teaspoon sesame oil, 4 sprig coriander - chopped (for garnish), salt - as per taste.","title: Beetroot Sambar Recipe section> ingredients: 1 chakundar - peel and chop sep> 1 cup arhar dal sep> 1-1 / 2 cup tamarind water sep> 1 tablespoon sambar powder sep> 1 teaspoon mustard sep> asafoetida - a pinch sep> 5 curry leaves - chopped sep> 1 dry red chili sep> 1 teaspoon sesame oil sep> 4 sprig coriander - chopped (for garnish) sep> salt - as per taste section> directions: To make Chakundar Sambar, firstly, put the tur dal in the cooker with 2 cups of water and cook it till 3 cities come sep> If you find the lentils thick, add a little more water to it and mix well sep> Now in a pressure cooker, add tamarind water, salt and sambar powder along with chakundar sep> Turn off the cooker and cook till 3 cities come sep> Turn off the gas and let the pressure drain automatically sep> Now add chakundar mixture, tur dal, salt and mix in a saucepan sep> Keep it to boil sep> Now heat the oil for tempering sep> Add mustard seeds and dry red chilies sep> After 10 seconds, add curry leaves, asafoetida and turn off the gas sep> Add this tempering to the sambar and mix sep> Garnish with green coriander and serve sep> Serve the Chakundar Sambar with potato roast and rice for dinner sep>"
11,"1 cup Gram flour (besan),1/2 cup Coconut milk,3/4 cup Water,1 inch Ginger - grated,2 cloves Garlic - grated,1/2 teaspoon Ajwain (Carom seeds),1/4 teaspoon Asafoetida (hing),1/4 teaspoon Turmeric powder (Haldi),1/4 teaspoon Baking soda,2-3 Green Chillies - finely chopped,1 Onion - finely chopped,1 Tomato - finely chopped,Coriander (Dhania) Leaves -","title: Vegan Chickpea Omelette Recipe (Spiced Chickpea Flour Pancakes) section> ingredients: 1 cup Gram flour (besan) sep> 1/2 cup Coconut milk sep> 3/4 cup Water sep> 1 inch Ginger - grated sep> 2 cloves Garlic - grated sep> 1/2 teaspoon Ajwain (Carom seeds) sep> 1/4 teaspoon Asafoetida (hing) sep> 1/4 teaspoon Turmeric powder (Haldi) sep> 1/4 teaspoon Baking soda sep> 2-3 Green Chillies - finely chopped sep> 1 Onion - finely chopped sep> 1 Tomato - finely chopped sep> Coriander (Dhania) Leaves - A handful finely chopped sep> Salt - to taste sep> Sunflower Oil - for cooking section> directions: To begin making the Vegan Chickpea Omelette Recipe, first place a non-stick griddle/tava on the heat sep> Turn the heat to low so it can slowly pre-heat while you prepare the batter sep> To make the batter, sieve the chickpea flour/besan into a mixing bowl to remove all lumps sep> To it, add the ginger-garlic paste, ajwain, asafoetida, turmeric powder, baking soda, onion, tomato, green chillies, Coriander leaves and salt sep> Mix well to combine sep> Next, stir in the coconut milk (or Soy or Almond milk), if using, and mix to make a smooth batter sep> Alternatively, add enough water to make a batter which is smooth and spreadable, but not too watery/runny sep> When the griddle is hot enough, pour a ladle full of the batter on it and spread evenly into a round pancake sep> Drizzle oil along the edges of the omelette and cook for 2-3 minutes, on medium heat till the bottom is golden brown sep> Lift it gently with a spatula to check if it releases and if that bottom has cooked sep> When it looks golden, flip the omelette over and cook on the other side for 1-2 minutes sep> Serve hot along with Peanut Carrot Chutney sep>"
12,"1-1/2 cups Vivatta Maida,3/4 cup Mango Pulp (Puree),1-1/2 teaspoons Baking powder,1/4 teaspoon Baking soda,1/4 cup Sunflower Oil,1/4 cup Sugar,1/4 teaspoon Salt,1 teaspoon Vanilla Extract,150 grams Dark chocolate - chopped,1/4 cup Fresh cream,2 tablespoons Cocoa Powder,3 Sugar - powdered.","title: Mango Donut Cake Recipe With Chocolate Glaze section> ingredients: 1-1/2 cups Vivatta Maida sep> 3/4 cup Mango Pulp (Puree) sep> 1-1/2 teaspoons Baking powder sep> 1/4 teaspoon Baking soda sep> 1/4 cup Sunflower Oil sep> 1/4 cup Sugar sep> 1/4 teaspoon Salt sep> 1 teaspoon Vanilla Extract sep> 150 grams Dark chocolate - chopped sep> 1/4 cup Fresh cream sep> 2 tablespoons Cocoa Powder sep> 3 Sugar - powdered section> directions: To begin making the Mango Donut Cake Recipe With Chocolate Glaze, preheat the oven to 180 deg C sep> Grease a donut (doughnut) pan with oil or line up with butter paper sep> Sift the maida baking powder, baking soda and salt in a bowl sep> Mix everything and keep it aside sep> In a mixing bowl, take mango puree along with sugar sep> Mix well until sugar dissolves completely sep> Next add oil, vanilla essence and mix well again sep> Add the mango mixture into the sifted dry flour mixture, fold gently until a smooth batter texture sep> Now pour the Mango donut cake batter equally into the donut pan slots sep> Bake for 25 minutes in the preheated oven at 180 degree C sep> Take the Mango Donut Cake from the oven and let them cool down a bit sep> While the Mango Donut Cake is baking, add the chocolates and the cream into the saucepan sep> Melt the dark chocolate until you get a smooth Chocolate Glaze sep> Once the Mango Donut Cake is done, remove from the pan and allow it to cool sep> Once cooled, hold the mango donut cake upside down, dip the top surface of the cake in the glaze and pull it up sep> Let the extra glaze dribble and then immediately turn glaze side up and keep on a cooling rack for the glaze to harden sep> Repeat this process for rest of the Mango Donut Cake sep> Serve the donut cake after the glaze hardens sep> Serve Mango Donut Cake Recipe With Chocolate Glaze along with Grilled Stuffed Mushrooms Recipe With Onion Parmesan & Herbs, Heart Shaped Tea Sandwiches and Adrak Chai for your next tea party sep>"
13,"1 cup Fresh coconut - grated,2 1/2 cups Cooked rice,1 teaspoon Mustard seeds,2 teaspoons White Urad Dal (Split),2 teaspoons Chana dal (Bengal Gram Dal),1 Raw Peanuts (Moongphali) - finely chopped,1 teaspoon Ginger - grated,1 + 1 tablespoon Coconut Oil - to taste.","title: Thengai Sadam Recipe (A Quick and Healthy Coconut Rice) section> ingredients: 1 cup Fresh coconut - grated sep> 2-1/2 cups Cooked rice sep> 1 teaspoon Mustard seeds sep> 2 teaspoons White Urad Dal (Split) sep> 2 teaspoons Chana dal (Bengal Gram Dal) sep> 1 Raw Peanuts (Moongphali) - fistful sep> 1 sprig Curry leaves sep> 3 or 4 Green Chillies - finely chopped sep> 1 teaspoon Ginger - grated sep> 1 + 1 tablespoon Coconut Oil sep> Salt - to taste section> directions: To begin cooking the Thengai Sadam (Coconut Rice Recipe), heat a tablespoon of coconut oil in a heavy bottomed pan or wok sep> Add the mustard seeds to the oil, and once it begins to crackle, add in the urad dal, channa dal and the peanuts sep> Once the dals begins to brown, add the green chillies, curry leaves and ginger and stir them together for a few minutes sep> Next, add in the coconut to the kadai and mix them all together sep> Care should be taken to avoid any moisture remaining in the mixture, therefore keep stirring it properly until all the moisture in the coconut evaporates sep> At this stage, stir in the cooked rice and salt and combine all the ingredients well sep> Add a tablespoon of coconut oil to it to separate the grains of the rice sep> Finally, add a tablespoon of coconut oil to the Thengai Sadam, to separate the grains of the rice sep> Stir fry gently to combine all the ingredient taking care and ensuring that the rice does not get mashed, in the process sep> Once combined, turn the heat to low and simmer for a couple of minutes sep> Turn off the heat and serve the Thengai Sadam (Coconut Rice) hot with a potato roast and papad sep>"
14,"1-1/2 cups Curd (Dahi/ Yogurt) - thick,1/2 cup Fresh coconut,1 cup Vellai Poosanikai (Ash gourd/White Pumpkin) - cubed,4 Green Chillies,1/4 teaspoon Black pepper powder,1/3 cup Water,1/4 teaspoon Turmeric powder (Haldi),Salt - as per your taste,1 teaspoon Coconut Oil,1/4 teaspoon Mustard seeds,1/4 teaspoon Methi Seeds (Fenugrek Seeds)","title: White Pumpkin Mor Kuzhambu Recipe - Kerala Style White Pumpkin Curry section> ingredients: 1-1/2 cups Curd (Dahi / Yogurt) - thick sep> 1/2 cup Fresh coconut sep> 1 cup Vellai Poosanikai (Ash gourd/White Pumpkin) - cubed sep> 4 Green Chillies sep> 1/4 teaspoon Black pepper powder sep> 1/3 cup Water sep> 1/4 teaspoon Turmeric powder (Haldi) sep> Salt - as per your taste sep> 1 teaspoon Coconut Oil sep> 1/4 teaspoon Mustard seeds sep> 1/4 teaspoon Methi Seeds (Fenugreek Seeds) sep> 1 sprig Curry leaves sep> 1 Dry Red Chilli section> directions: To begin making White Pumpkin Mor Kuzhambu, we need to first cook the pumpkin sep> Pressure cook the white pumpkin with little water in a pressure cooker for 2 whistles and release the pressure immediately by running the cooker under cold water sep> Keep aside sep> Meanwhile, whisk curd with water in a bowl until the its smooth sep> Make sure that there are no lumps in the curd sep> Next, add grated coconut, green chilli, black pepper powder in a mixer grinder and grind it to a smooth paste with a little water sep> Your Kuzhambu paste is ready sep> Transfer this kuzhambu paste to the curd and mix well sep> Once it is mixed properly, add in turmeric powder, cooked white pumpkin, salt and mix everything well sep> Place this mixture on low heat in a saucepan and allow the mixture to become warm sep> You will notice a light froth around the edges of the vessel sep> Do not let the mixture boil, the curd will split on high heat sep> Turn off the flame the moment you see froth sep> The next step is to temper the kuzhambu sep> In a tempering pan/tadka pan, add one teaspoon of coconut oil sep> Once the oil is hot, add mustard seeds and fenugreek seeds, Once the mustard seeds starts to crackle, add the curry leaves, dry red chilli and give it a mix sep> Turn off the flame and add this tempering to the Mor Kuzhambu sep> Your Mor Kuzhambu is ready to be served sep> Serve Mor Kuzhambu with Steamed Rice and Menthia Keerai Paruppu Usili for a simple weekday lunch sep>"
15,"250 grams Elephant yam, 1/2 green chilli, 1 inch ginger, 3 tablespoons coriander - chopped, salt - as per taste, 1 cup curd, 1 teaspoon oil, asafetida - a pinch, 1-1/ 2 teaspoon Rye, 1-1/ 2 teaspoon Kali Urad Dal (Split) 250 grams Elephant yam, 1/2 green chilli, 1 inch ginger, 3 tablespoons coriander - chopped, salt - as per taste, 1 cup curd, 1 teaspoon oil, asafetida - a pinch, 1 cup curd, 1 cup curd, 1 teaspoon oil, asafetida - a pinch, 1-1/ 2 teaspoon Rye, 1-1/ 2 teaspoon Kali Urad Dal (Split)","title: Elephant Yam Raita (Recipe In Hindi) section> ingredients: 250 grams Elephant yam sep> 1/2 green chilli sep> 1 inch ginger sep> 3 tablespoons coriander - chopped sep> salt - as per taste sep> 1 cup curd sep> 1 teaspoon oil sep> asafetida - a pinch sep> 1-1 / 2 teaspoon Rye sep> 1-1 / 2 teaspoon Kali Urad Dal (Split) section> directions: To make Senai Pachadi, first peel and cut the yam into small pieces sep> Now in a pressure cooker add water, yam as per use and cook till 3 cities come sep> With the pressure coming out automatically, take out the yam separately sep> Also keep the remaining water separately sep> Now add green coriander, green chillies, ginger and yam in a mixer grinder sep> Grind sep> Now heat oil in a tempering pan sep> Add the ingredients given for tempering and cook it for 30 seconds sep> In a bowl, add yam mixture, curd and remaining water and mix sep> Add tempering to it and mix once more sep> Serve sep> Serve senai pachdi with mixed vegetable sambar, beetroot thoran and rice for dinner sep>"
16,"200 grams Shrimps - or prawns,1-1/2 cups Basmati rice,4-5 Shallots,1 tablespoon Ginger - paste,1 tablespoon Garlic - paste,3 tablespoons Fresh coconut - grated,1 teaspoon Green Chilli - paste,1/2 cup Hung Curd (Greek Yogurt),2 sprig Curry leaves,1 cup Sunflower Oil,2 tablespoons Ghee,1 teaspoon Coriander Powder (Dhania),1 teaspoon Red Chilli powder,1/2 teaspoon Turmeric powder (Haldi)","title: Chettinad Style Prawn Biryani Recipe section> ingredients: 200 grams Shrimps - or prawns sep> 1-1/2 cups Basmati rice sep> 4-5 Shallots sep> 1 tablespoon Ginger - paste sep> 1 tablespoon Garlic - paste sep> 3 tablespoons Fresh coconut - grated sep> 1 teaspoon Green Chilli - paste sep> 1/2 cup Hung Curd (Greek Yogurt) sep> 2 sprig Curry leaves sep> 1 cup Sunflower Oil sep> 2 tablespoons Ghee sep> 1 teaspoon Coriander Powder (Dhania) sep> 1 teaspoon Red Chilli powder sep> 1/2 teaspoon Turmeric powder (Haldi) sep> 1 teaspoon Garam masala powder sep> 5-6 Whole Black Peppercorns sep> 4 Cardamom (Elaichi) Pods/Seeds sep> 2 Black cardamom (Badi Elaichi) sep> 1 inch Cinnamon Stick (Dalchini) sep> 2 Bay leaves (tej patta) sep> 2-3 Dry Red Chilli sep> 1/2 teaspoon Cumin seeds (Jeera) section> directions: To prepare Chettinad Style Prawn Biryani Recipe, wash and clean prawns well, collect in a bowl and add ginger garlic paste, red chili powder, turmeric, few drops of lemon juice and 2-3 pinch salt sep> Mix well and marinate for 15-20 minutes sep> Wash and soak rice in water for a minimum 30 minutes before cooking sep> Heat oil in a large and thick bottomed handi and add the whole spices and wait till they splutter sep> Now add shallots and saute them till they are pale in color sep> Add green chili paste, grated coconut and marinated prawns and mix well sep> Fry for 4-5 minutes and then slowly add curd and carefully mix everything to avoid breaking the prawns sep> Keep the flames high and let the water from curd dry up completely sep> Season with coriander powder, garam masala powder and salt sep> Fry till it is cooked and deeper in color sep> Now add the soaked rice and again stir well such that everything incorporates well with each other sep> Add warm water (double the quantity of rice), check salt and add a dollop of ghee and mix well sep> Allow the rice to come to a boil, close the lid and let the rice cook at low heat sep> Keep the lid covered till the rice is done sep> Gently mix the rice and collect in a serving bowl sep> Garnish with chopped coriander and chopped curry leaves sep> Serve the Chettinad Style Prawn Biryani hot with raita for a wholesome meal sep>"
17,"1 cup Walnuts, 1 cup Dried Figs,1/3 cup Flax seeds,1/3 cup Honey,1/2 cup Roasted Peanuts (Moongphali),1 teaspoon Cinnamon Powder (Dalchini) and 1 teaspoon Cinnamon Powder (Dalchini)","title: Walnut and Flax Seed Trail Mix Recipe With Figs and Honey section> ingredients: 1 cup Walnuts sep> 1 cup Dried Figs sep> 1/3 cup Flax seeds sep> 1/3 cup Honey sep> 1/2 cup Roasted Peanuts (Moongphali) sep> 1 teaspoon Cinnamon Powder (Dalchini) section> directions: To begin making the Walnut and Flax Seed Trail Mix Recipe With Figs & Honey, in a mixing bowl, combine the walnuts, figs, flax seeds, honey, roasted peanuts and the cinnamon powder sep> Preheat an oven to 190 degree celsius sep> Transfer the Walnut and Flax Seed Trail Mix onto a baking tray and bake for 12 to 15 minutes until they are crisp sep> Remove the tray from the oven sep> Allow the Walnut and Flax Seed Trail Mix to cool and transfer to an airtight jar and store sep> Serve Walnut and Flax Seed Trail Mix Recipe With Figs & Honey along with Watermelon Smoothie Recipe as an after school snack for your kids sep>"
18,"1 cup rice, 2 cups water, 1 tsp ghee, 1 cardamom, 2 long, 1 star anise, 1/2 inch cinnamon, 2 whole black pepper, salt - as per taste - As per use, 1 cup onion - chop - chop - chop - chop - chop - chop - chop - chop - chop - chop - chop - chop - chop - chop - chop - chop - chop - chop - 1 inch ginger, 3 cloves garlic, 1 tsp garam masala powder.","title: Paneer Butter Masala Biryani Recipe - Layered Paneer Butter Masala Biryani Recipe section> ingredients: 1 cup rice sep> 2 cups water sep> 1 tsp ghee sep> 1 cardamom sep> 2 long sep> 1 star anise sep> 1/2 inch cinnamon sep> 2 whole black pepper sep> salt - as per taste sep> 1 bay leaf sep> 1/4 cup onion - bottom Take sep> 1 sprig of green coriander sep> 1 sprig of mint sep> 200 grams of cottage cheese - cut into 1/2 inch cube sep> 2 tomatoes sep> 2 tablespoons cream sep> 1 onion - chop sep> 1 inch ginger sep> 3 cloves garlic sep> 1 green chili sep> 1 tsp cardamom powder sep> 1/2 tsp cumin powder sep> 1/2 tsp garam masala powder sep> 1/2 tsp red chilli powder sep> 1 tsp kasoori methi sep> 1 tsp honey sep> salt - oil sep> as per taste - As per use sep> 1 tbsp cashews - for garnish section> directions: To make Paneer Butter Masala Biryani recipe, first wash the rice and soak it for 30 minutes sep> To make rice for biryani, heat ghee in a pressure cooker sep> Add cardamom, long, star anise, cinnamon, whole black pepper, bay leaves, and cook for 1 minute sep> Now add rice, salt, 2 cups of water and close the cooker sep> Cook till 2 cities come and turn off the gas sep> Allow the pressure to drain automatically sep> Open the cooker and spread out the rice in a plate so that it becomes slightly cold sep> Now add fried onions, coriander leaves, mint and mix well sep> Keep it aside sep> To make Paneer Butter Masala for Biryani, heat oil in a pan sep> Add cumin, cardamom, green chillies, ginger, garlic, onion and cook till the onion turns brown sep> Now add tomatoes, salt and turn off the gas sep> Allow to cool sep> Now put this mixture in a mixer grinder and grind it into a paste sep> Heat some oil in a pan sep> Add the ground spices to it and cook for 1 minute sep> After this, add cumin powder, garam masala powder, red chili powder, honey, kasoori methi and let it cook on low flame sep> After the gravy boils, add cottage cheese, cream and mix it sep> Turn off the gas after 1 minute sep> To make biryani, grease a large bowl with butter sep> Add fried onions, mint leaves, coriander sep> Make a rice layer over it sep> Press it well sep> Now add Paneer Butter Masala to it sep> Re-insert these layers and place the rice on the topmost layer sep> Now place a plate over it and reverse it sep> Serve sep> Serve Paneer Butter Masala Biryani Recipe along with Bundi Raita and Papad for dinner sep>"
19,"150 grams Goond (Edible Gum),350 grams Ghee,400 grams Whole Wheat Flour,400 grams Sugar - powdered,50 grams Dry coconut (kopra),50 grams Badam (Almond) - chopped,50 grams Cashew nuts - chopped.","title: Gond Ke Ladoo Recipe - Edible Gum Ladoo section> ingredients: 150 grams Goond (Edible Gum) sep> 350 grams Ghee sep> 400 grams Whole Wheat Flour sep> 400 grams Sugar - powdered sep> 50 grams Dry coconut (kopra) sep> 50 grams Badam (Almond) - chopped sep> 50 grams Cashew nuts - chopped section> directions: To begin making Gond Ke Ladoo, in a large and heavy bottomed pan, add 350 ml ghee and melt it on a low flame sep> Once the ghee is hot and melted, add gond/edible gum in the pan little at a time and fry on low flame until the goond puffs up like popcorn and crisps up sep> Make sure that goond is completely cooked from inside and outside sep> Repeat process with rest of the goond sep> Once goond is fried, using a ladle spoon out the goond from the ghee and keep aside to cool down sep> Into the same pan containing the melted ghee, add whole wheat flour and roast until it becomes aromatic and brown sep> The mixture should be crumbly sep> Turn off the flame sep> Transfer the flour on to a plate sep> Add the powdered sugar and all dry fruits and mix well sep> Let the mixture cool down sep> Meanwhile, once the goond has cooled, with a rolling pin, crush them into a coarse powder sep> Add this crushed goond in to wheat and dry fruit flour mixture sep> Now take little amount of mixture in your hands and give them round shape sep> Small or big that is totally up to you sep> Keep them aside for few hours, it will help the ladoos to set properly sep> You can keep them in airtight container for a month sep> Serve Gond Ke Ladoo as a healthy snack during winter to ward off flus and colds or to new mothers after delivery to provide them with instant energy and aid in lactation sep>"
